Hotel_locID,Hotel_geoID_x,Review_id,Review_Date,Date_of_stay,Reviewer_Contributions,Reviewer_helpful_vote,Review_Rating,Trip_type,Review_helpful_votes,Hotel_geoID_y,Hotel_star,Hotel_rating,Location_score,Resaurant_count,Attractions_count,Hotel_styles,Popular_mentions,WordCount,Title,Review,Compound_Score,Unreliable,Stanza_Score
12533513,60763,915315751,Sep 7,September 2023,2,2,3,Traveled as a couple,0,60763,4.0,4.5,100.0,449.0,216.0,"['Great View', 'Trendy']","['rooftop bar', 'ian schrager', 'whole foods', 'new york', 'lower east side', 'hotel guests', 'cool hotel', 'the ground floor', 'rooms are small', 'queen room', 'east village', 'love this hotel', 'amazing hotel', 'around the corner', 'demario', 'nyc', 'hip', 'les', 'soho', 'staycation', 'brooklyn', '']",84,Fix the Wifi please,"Cool place, but be advised that the rooms are small. Wifi really needs to be upgraded. I was not able to screen mirror on the TV on the room due to a weak signal. The hotel engineer couldn’t fix it either. He just threw up his hands. Also no usable wifi in the gym. Public areas are nice. No human at check-in. Sorry for being old school, but I missed that.",-0.81,1,0
12533513,60763,913861384,Aug 2023,August 2023,218,131,3,Traveled on business,1,60763,4.0,4.5,100.0,449.0,216.0,"['Great View', 'Trendy']","['rooftop bar', 'ian schrager', 'whole foods', 'new york', 'lower east side', 'hotel guests', 'cool hotel', 'the ground floor', 'rooms are small', 'queen room', 'east village', 'love this hotel', 'amazing hotel', 'around the corner', 'demario', 'nyc', 'hip', 'les', 'soho', 'staycation', 'brooklyn', '']",698,"Trendy hotel, but didn’t meet my business travel expectations.","If I was a 20 or 30 something and would use the dance clubs, this is probably a hit hotel. As a business guy who likes to stay and cool, fun hotels, and not boring chains, it was a bit of a miss for me.    Good things    Vibe – cool, modern and hip. the lobby. Lots of use of raw concrete throughout the hotel. Great garden out front and plenty of plants on main floor in bar and restaurant  Food – Peruvian restaurant was EXCELLENT.  Service – Bar, Restaurant, Coffee shop had absolutely killer, great employees (check-in, not so much, they seem distracted by other duties at their computers). People I would hire in a heartbeat.    So-So    Room – small, with tiny but functional bath and great power and heat in the shower. Sink is across the entry hall and a little awkward to use (not a lot of room for my dop kit, toothbrush, etc. Bed is comfy, strange bench seat at small table is not comfortable.    Annoying    They have two bars; the lobby bar and the cantina. It’s a business trip, so I like to sit in the bar, have a drink and some apps and bang out emails on my laptop. HOWEVER, laptops not permitted in the cool cantina bar that serves food. Only in the lobby bar (boring, stale and no food) which was unfortunately closed.    Check-in was weird and time consuming. You have to do your own check-in on an ipad. So I have to type in a bunch of information, including my email on two different screens. Normally check in is hand over id and credit card and I’m done. Here I’m filling out 4 screens of ipad stuff, and get to the end and I get a generic error message. No real information, the app just puked. I eventually get the attention of an employee, whose response is 'i've never seen that before', so i get to start over. So not only do I have to do the work, it's not very efficient. I like the idea, but the execution needs work.    Hotel has a big stone entry and lovely gardens with seating - so unusual in NY, HOWEVER, it's not well marked, just a small 'public' with no street number. So my uber drive left me off a block from the hotel as he couldn't find it.    Area is SoHo (1 block south of Houston), but there didn't seem to be any cafe's, restaurants close to the hotel, I may have had to walk farther.    Lots of tagging graffiti and while I believe it is an area low on violent crime, we had some jokers come in and pull the fire alarm at 2am. So you get a few hundred ragged looking people wandering down the stairs from (11th floor for me) and hanging outside until the fire department cleared the building at 3:30 am. Not so much as a 'sorry about destroying your nights sleep' at check out the next morning, let alone a comp'ed coffee or breakfast.    Lastly, they do this lovely thing where that tack on a hidden 'Access Fee' to jack up the room price by $35, It supposedly pays for access to the clubs (closed on Monday when i'm there) and some other things that I don't see value in, but it's becoming more common - I think it's just sleazy. If you want more money for your hotel, put it in the price, don't hide it.    It was an interesting experience, but I won't be back.",-0.9226,1,2
8035866,60763,903033925,Jul 2023,July 2023,33,32,3,,0,60763,3.0,4.5,100.0,541.0,208.0,"['Value', 'Family']","['times square', 'great location', 'new york', 'the breakfast area', 'breakfast staff', 'free breakfast', 'port authority', 'yogurt', 'would definitely stay here again', 'front desk staff', 'each morning', 'city view', 'the theater district', 'subway station', 'clean hotel', 'bryant park', 'rooms are small', '', '', '', '', '']",88,Noisy room,"This was my third time at this hotel, but this time I had trouble sleeping because of loud elevator noises and the hotel changed my room the next day. The roof-top elevator motors make a banging noise when the elevators start or stop moving. The noise can easily be heard on the top two floors (31 and 30), and especially in the rooms adjacent to the elevator shafts (3103, 3105, 3003 and 3005). Avoid these rooms!",-0.63,1,0
8035866,60763,879454781,Feb 2023,February 2023,5734,31,4,Traveled as a couple,0,60763,3.0,4.5,100.0,541.0,208.0,"['Value', 'Family']","['times square', 'great location', 'new york', 'the breakfast area', 'breakfast staff', 'free breakfast', 'port authority', 'yogurt', 'would definitely stay here again', 'front desk staff', 'each morning', 'city view', 'the theater district', 'subway station', 'clean hotel', 'bryant park', 'rooms are small', '', '', '', '', '']",303,A fine Hampton Inn stay,"We were part of a group so I didn't manage my reservation personally. I always request to be away from the elevator and other noisy gathering points but couldn't do so for this trip. We exited the elevator on our floor and there was our room. I was worried it would be super noisy. However, there aren't many rooms per floor so it wasn't an issue. We were on the 5th floor and could hear street noise. Pack earplugs if you are a light sleeper.  The room felt really dark (decor) and there weren't a lot of light  The room felt a bit careworn. It was clean but it might be time for a bit of a refresh.  Lots of towels but, alas, only 1 towel hook. I don't think I'll ever understand that.  The bathrooms have that annoying barn door style, which do a very poor job insulating sound. Because the room is very small, there's really no privacy so keep that in mind if traveling with people you might not be totally comfortable with.  I am not a fan of Times Square at all so the location of this hotel wasn't a favorite. It was convenient to Broadway shows, a bit out of the manin TS crush and an easy walk to Bryant Park though.  We didn't get breakfast because the lines were always really long. Plenty of good places to eat in Manhattan though. I did grab coffee, which is kept out all day.  There is a rooftop viewing area but it closed at 8pm. Worth visiting, if you can.",-0.8664,1,2
8035866,60763,876594268,Jan 2023,January 2023,106,201,3,Traveled solo,1,60763,3.0,4.5,100.0,541.0,208.0,"['Value', 'Family']","['times square', 'great location', 'new york', 'the breakfast area', 'breakfast staff', 'free breakfast', 'port authority', 'yogurt', 'would definitely stay here again', 'front desk staff', 'each morning', 'city view', 'the theater district', 'subway station', 'clean hotel', 'bryant park', 'rooms are small', '', '', '', '', '']",140,Hit or Miss,"I have stayed here multiple times. It can go perfect or terrible. It seems to be based mostly on who checks you in and also how busy they are. There is tremendous difference in experience based on room location and whether you need to request anything extra afterwards. If you are able to use the app, pick a room online that is not changed at check in (keep track of room you picked) and manage to get it right with the first room this can be a great base in Times Square. If something goes a bit off and the service seems really bad, it can be disappointing. So my 3 stars is combo of various 5 star stays and two stays I would struggle to even give 1.",-0.5563,1,2
8035866,60763,873952675,Jan 2023,December 2022,30,39,3,Traveled with family,1,60763,3.0,4.5,100.0,541.0,208.0,"['Value', 'Family']","['times square', 'great location', 'new york', 'the breakfast area', 'breakfast staff', 'free breakfast', 'port authority', 'yogurt', 'would definitely stay here again', 'front desk staff', 'each morning', 'city view', 'the theater district', 'subway station', 'clean hotel', 'bryant park', 'rooms are small', '', '', '', '', '']",148,3 night stay to see Rockettes!,"Convenient location. Caught the Coach USA bus from Newark airport and was brought to Port Authority drop off, a block from hotel. East walk to Bryant Park Xmas market, Time Square, Rockefeller and many other sights/restaurants. However,  my 75 year old mother and I had to take the stairs from the 9th floor each morning as the elevators were so busy. Also, we were in room 909 and the music each night until the wee hours was AWFUL. People across the hall did not hear it so I’m not sure if it was where our room was located. Front desk also claimed to not hear it. My mother could hear it very well, without her hearing aids! We were there 18th-21st. Music played Sunday & Tuesday nights. VERY annoying.",-0.8715,1,2
3235844,60763,914667920,Sep 3,August 2023,0,0,3,,0,60763,3.0,4.0,100.0,350.0,58.0,"['Modern', 'Trendy']","['grand central station', 'rooftop bar', 'rooms are small', 'bunk room', 'ping pong', 'great location', 'top bunk', 'frosted glass', 'new york', 'murray hill', 'private bathroom', 'small desk', 'place to sleep', 'chrysler building', 'few blocks', 'free wifi', 'around the corner', 'short stay', 'rain shower', '', '', '']",44,Review,Was an okay place to stay but we found a couple quashed bugs in the wall that were obviously missed in cleaning and not sure how they had been there for. Was a decent distance from the tourist places we wanted to see,-0.5849,1,1
93520,60763,916728381,Sep 15,September 2023,3,2,3,Traveled as a couple,0,60763,3.0,4.0,100.0,408.0,113.0,"['Centrally Located', 'City View']","['carnegie hall', 'elizabeth cacovic', 'great location', 'times square', 'new york', 'guest relations', 'columbus circle', 'few blocks', 'coffee maker', 'rockefeller center', 'subway station', 'quimby', 'nyc', 'broadway', 'concierge', 'starbucks', 'avenue', 'moma', 'doorman', 'midtown']",413,Miserable rude doorman & a dodgy concierge,"Stayed here for 4 nights from 1 Sept. On arrival we asked to leave our luggage as rooms weren’t ready & were told it was $10 which we paid. On checking out we again asked to leave our luggage & went to pay the $10 only to be told there’s no charge. We queried why we were charged on checking in & were told we shouldn’t have been. The concierge asked the customer service lady to speak to us which we did. They were both really apologetic & said the matter would be dealt with. We were happy with that & I wasn’t going to leave a negative review because of that. However on leaving to go to the airport we were approached by the most miserable, rude doorman (who we hadn’t seen in the whole time we were there) & asked if we needed a taxi. We told him we had arranged our own which he seemed really cross about. We went outside to wait & he rudely told us to move to the other side of the sidewalk which we did (for no apparent reason). Our taxi approached & he ran into the road & tried to stop it parking & send it away. We were shouting at him that this was our taxi & to let it park. He really was very rude & obviously annoyed that he couldn’t get a % from the yellow cabs he clearly has a deal with. So we left on a real low. We wouldn’t return to this hotel. We had no problems with the elevators, the room was ok, bit dated but ok. It was so dark though, no main light & had to keep the blind down to stop other people looking in. The shower panel was virtually hanging off the wall. Room wasn’t cleaned one day (our friends room a few doors away was). Hotel bar was closed on the Sunday & Monday which I have never experienced in a hotel before. So overall sadly not a good experience. Have to commend the reception staff & the concierge who was working on the day we left though as they were both excellent.",-0.8893,1,0
93520,60763,915413286,Sep 7,September 2023,33,20,4,Traveled with family,0,60763,3.0,4.0,100.0,408.0,113.0,"['Centrally Located', 'City View']","['carnegie hall', 'elizabeth cacovic', 'great location', 'times square', 'new york', 'guest relations', 'columbus circle', 'few blocks', 'coffee maker', 'rockefeller center', 'subway station', 'quimby', 'nyc', 'broadway', 'concierge', 'starbucks', 'avenue', 'moma', 'doorman', 'midtown']",152,"Good location, but will look for another option next time","Wonderful location.  Poorly maintained room , very small bathroom, very noisy since the interior room overlook a machines space. We asked them to change the room because it smelled so bad, unfortunately I didn’t write down the name of the woman who served me, she was so rude and impolite. We didn’t ask to talk with manager but very bad faced she called Camila and she kindly listened us and changed our room.  Almost all the Front desk people with a lousy attitude, all the time with very bad mood.  You can wait for the elevator more than 15 minutes at rush hours, fortunately I was in a lower floor and can use the stairs.  A good recognition is for food and beverage manager Celik Aytemur, who was very kind and solve our special needs.",-0.831,1,0
122005,60763,916887000,Sep 16,September 2023,0,0,3,,0,60763,4.0,4.0,100.0,412.0,91.0,"['Classic', 'Historic Hotel']","['the tick tock diner', 'penn station', 'the empire state building', 'madison square garden', 'diner attached', 'new york', 'great location', 'times square', 'art deco', 'room key', 'hudson river', 'rooms are small', 'an upgrade', 'two double beds', 'central location', 'statue of liberty', 'coffee machine', '', '', '', '', '']",71,Dirty sheet,"The brown narrow sheet that goes on the bed was dirty and stained of who knows what. Also, the hotel charges 5 dollars per volume to hold guests' luggage while we wait for check in time. To make it even worse, since we had 4 backpacks, we had to pay 20 dollars, the same as someone who has 4 large 25 lb pieces.",-0.8176,1,0
122005,60763,907947661,Aug 2023,August 2023,2,0,4,Traveled with family,0,60763,4.0,4.0,100.0,412.0,91.0,"['Classic', 'Historic Hotel']","['the tick tock diner', 'penn station', 'the empire state building', 'madison square garden', 'diner attached', 'new york', 'great location', 'times square', 'art deco', 'room key', 'hudson river', 'rooms are small', 'an upgrade', 'two double beds', 'central location', 'statue of liberty', 'coffee machine', '', '', '', '', '']",112,Good view,"Excellent location! Everything is nearby restaurants, coffee shops, gifts shops, subway, bus stations and ofcourse Time Square! I would definitely recommend 👌 this place.    Disliked · The room that i stayed, had a good view but the next morning the toilet flush handle was not working and the water kept running until it started to leak from all around. So long story short, we asked for onther room but there was no available room until 5pm. They fixed the problem around that time, asked us if we wanted to still change the room? So we decided to stay .",-0.717,1,0
122005,60763,899812490,Jul 2023,July 2023,15,2,3,Traveled with family,0,60763,4.0,4.0,100.0,412.0,91.0,"['Classic', 'Historic Hotel']","['the tick tock diner', 'penn station', 'the empire state building', 'madison square garden', 'diner attached', 'new york', 'great location', 'times square', 'art deco', 'room key', 'hudson river', 'rooms are small', 'an upgrade', 'two double beds', 'central location', 'statue of liberty', 'coffee machine', '', '', '', '', '']",125,Good location- that’s it,Overall the location of the hotel was the best thing; I understand that it’s an old hotel with history and tradition but few modern touches wouldn’t hurt ( carpets everywhere made me feel like the room is so dirty)  We booked the standard room with the views and that was the biggest disappointment; first of all you can’t even get to the window bcs the desk or a bed it blocking it; Than when you finally open the shades you can see the brick wall of the other building:(  Another minus - you have to pay 5$ for every piece of luggage if you need to store them for few hours.,-0.8481,1,2
93454,60763,903517458,Jul 2023,July 2023,245,94,3,Traveled on business,0,60763,4.0,4.0,100.0,521.0,243.0,"['Family', 'Centrally Located']","['times square', 'new york', 'corner room', 'hudson river', 'perfect location', 'two double beds', 'rockefeller center', 'broadway', 'floor', 'evelyn', 'concierge', 'manhattan', 'subway', 'avenue']",62,It's what you would expect,"Its a crowne plaza in time square, so don't be surprised. Its functional and ok. Expensive and not the best hotel in the world.    I was on the 29th floor. There was no noise. Downstairs in a coffee shop and bar. I didnt use the bar.    I am struggling to say more.",-0.7963,1,0
93454,60763,888480093,May 2023,May 2023,96,31,4,Traveled as a couple,0,60763,4.0,4.0,100.0,521.0,243.0,"['Family', 'Centrally Located']","['times square', 'new york', 'corner room', 'hudson river', 'perfect location', 'two double beds', 'rockefeller center', 'broadway', 'floor', 'evelyn', 'concierge', 'manhattan', 'subway', 'avenue']",84,Room too small,Comfortable beds. But tiny rooms. It’s quiet as we are at the back. I don’t know if all the rooms are as small as this one. But this is ridiculously small. Bed is big enough though.    Friendly staff.    No robes. No water. Two small thin towels. Coffee machine. Very basic. It’s not like other Crown Plaza’s we have stayed in. We were disappointed,-0.8428,1,2
93454,60763,874210091,Jan 2023,January 2023,45,28,3,Traveled with family,1,60763,4.0,4.0,100.0,521.0,243.0,"['Family', 'Centrally Located']","['times square', 'new york', 'corner room', 'hudson river', 'perfect location', 'two double beds', 'rockefeller center', 'broadway', 'floor', 'evelyn', 'concierge', 'manhattan', 'subway', 'avenue']",616,"Decent hotel, but won’t stay again!","I am split with this review!    We arrived at this hotel after our travel company changed our hotel at the last minute. We arrived after a long journey. My booking was for my husband, myself and our teenage children. We had a booking for four rooms and we arrived at 8pm.    When we arrived at check in, they asked us to pay $375 per room. I’m not sure about you, but I don’t have that kind of money spare. When I said I couldn’t pay this, they said they would cancel my booking, even though I had paid upfront. We were not made aware of this and after checking the website again, it’s not mentioned anywhere on there. Also at 8pm at night one of our rooms were not ready. The first gentleman was very unhelpful, but thankfully Evelyn took over. She said if we couldn’t pay, they would cancel. Again I explained that we couldn’t afford to pay this. Seriously, who could!!! I explained that it was all my children and did we have to pay this for every room. Again, yes. She then said she would speak to her manager to see if she could reduce it to just the resort fee of $40 per night. Might not sound a lot now, but would still amount to $800 for my family. I am disgusted that they think this is ok. I dread to think of young people turning up here without a back up! Our options now were to pay the $800 or look for a new hotel at 8pm at night with our children in tow, pay for another room and then wait for a refund. So our only option really was to pay this. I just want to make everyone aware of this as we were now down a large chunk of our spending money for nothing! As our room wasn’t ready, we got one room upgraded. This was room 45/09. It has a nice view of Times Sq.    I am unsure what the resort fee was for as nothing was open.    I tried to speak to a manger again a couple of days later as had been trying to see if it was mentioned on website. It’s not and I asked her why. She just shrugged her shoulders. She was so unhelpful and very rude. Suppose that’s why she got the managers job. She told me to go check the paperwork, unfortunately I must have binned this in our room at some point.    Such a shame as our room was lovely. Good view, amazingly comfortable bed, clean room. Room cleaned daily and fresh towels daily. Lifts were always only a few seconds away.    Check in seems to take forever. There is always a queue and always very slow moving. This is also why I waited a few days to try to speak to someone again. Always too busy!    I heard many people moaning about this fee of $375, so not just me.    I wouldn’t stay here again because of this fee. Shame as good location. But who can afford to pay more than they paid on fees for a flight and room?",-0.8201,1,2
93517,60763,914831120,Sep 4,September 2023,0,0,3,Traveled on business,0,60763,4.0,3.5,100.0,518.0,246.0,['Centrally Located'],"['times square', 'great location', 'new york', 'restaurant row', 'the theater district', 'rooms are small', 'central location', 'nyc', 'broadway', 'subway']",50,not so much,"the room, they just leave alot to be desired. lower the prices and we won’t expect much.  no amenities at all! brighten the lobby! put some glasses in the room. change the bathroom sink!  a wasncloth wouldn’t hurt.",-0.5826,1,1
93517,60763,914272151,Sep 1,August 2023,0,0,3,,0,60763,4.0,3.5,100.0,518.0,246.0,['Centrally Located'],"['times square', 'great location', 'new york', 'restaurant row', 'the theater district', 'rooms are small', 'central location', 'nyc', 'broadway', 'subway']",144,Great price. Comfortable bed.,Used to stay ten plus years ago. The remodel is not great. The lobby has black walls and an air freshener that smells like someone used way to much perfume. It is not attractive or welcoming. Room is small of course it's New York. No place to put your suitcase etc. Tiny table with no shelf between beds and a tiny desk. Plugs next to be are worn out and any plug you insert falls out. Had to charge phones below desk. There are no glasses or an ice bucket. Only ice machine is on the 4th floor and you get paper cups and a plastic bag. Cups saturate quickly and the ice melts in the bag and then spills into the room. Not the Paramount it was years ago.,-0.9096,1,0
93517,60763,912881445,Aug 2023,August 2023,0,0,4,,0,60763,4.0,3.5,100.0,518.0,246.0,['Centrally Located'],"['times square', 'great location', 'new york', 'restaurant row', 'the theater district', 'rooms are small', 'central location', 'nyc', 'broadway', 'subway']",76,"Clean room, Tiny bathroom","Clean atmosphere, housekeeping daily. Disadvantages requested wash clothes daily, bathroom extremely small barely turn around room, nowhere to put body wash in shower, everything had to come out so next person can shower, bathroom setup very poorly, tiny clothes hanging area, no ironing board, no dressers had to live out of suit case, no ice bucket or cups, no coffee machine and no refrigerator.",-0.8402,1,2
93517,60763,912699141,Aug 2023,August 2023,3,0,3,,0,60763,4.0,3.5,100.0,518.0,246.0,['Centrally Located'],"['times square', 'great location', 'new york', 'restaurant row', 'the theater district', 'rooms are small', 'central location', 'nyc', 'broadway', 'subway']",222,Disappointing stay sadly,Upon checking in I was in a question of 6 people. The staff at each counter did not call the next person over and new people just walked In to check in and walked straight up to the available counter and got served..    the room was floor 19. Has no seat or chair in the room. Nowhere to put your luggage. The bathroom had no shower gel and the mirror was hung way to low I had to bend down to use it.    Construction noise was crazy loud which was not expected.    Each night hookers would hang at the entrance to get business..    Upon checking out.. I was told its $2 per bag to hold for you. I had no cash.. they would not let me pay upon collection. So forced me to use the Lobby atm.. with a fee of $4.50 just to get a $20 out to pay $4... I was not happy at all. Good location is about it. room was comfy but small.  But overall a frustrating stay. I have wanted to try this hotel for years as it looks so nice. But sadly not a great experience. Won't be booking again.,-0.9171,1,0
2079052,60763,912509699,Aug 2023,August 2023,2,0,4,,0,60763,3.0,4.0,100.0,254.0,58.0,"['Modern', 'Trendy']","['mission control', 'times square', 'new york', 'fourth floor', 'rooms are small', 'your luggage', 'javits center', 'port authority', 'cool hotel', ""hell's kitchen"", 'hudson river', 'few blocks', 'rooftop bar', 'central park', 'cabin', 'motel', 'robot', 'bed', 'futon', 'privacy', 'futuristic', 'nyc']",161,Average stay,"Overall this was an average hotel stay. We had a room with big windows and a view which was nice, unfortunately one of the blinds broke and we couldn't raise it to enjoy the view. The room was clean. They have a nice patio and the cocktails were good. It wasn't busy so we didn't need reservations. There is only 1 person manning the front desk for a 27 story hotel which was not enough. You can leave you luggage in storage but you have to use a robot that is SLOW, we waited in line almost 15 min to drop off our bags. The ice/water machine on our floor didn't work and the restaurant downstairs would not give us water without dining with them. The bathroom has no counter space and the shower lacks a shelf and doesn't have a door which I dislike.",-0.5927,1,0
93545,60763,907352423,Aug 2023,July 2023,7,0,3,,0,60763,3.0,3.5,100.0,465.0,179.0,"['City View', 'Family']","['breakfast bar', 'times square', 'grab and go', 'new york', 'central park', 'early check', 'fantastic location', 'rockefeller center', 'few blocks', 'mohammed', 'manhattan', 'alam', 'allison', 'broadway', 'subway', 'bellman', 'avenue']",73,Right in between Times Square and Central Park,"The hotel is well located in the middle of Manhattan. It is a tired hotel but the rooms are okay. The lobby is sometimes crowded. The furniture in the lobby is broken and really dirty. Breakfast consists of a cup of coffee, a croissant and a piece of fruit. There is nowhere to sit and eat it. There is no dining room in the hotel.",-0.8747,1,1
